Country/Region,Vintage,Product Name,Grade
Rhône,2007,Gigondas Pierre Aiguille 2007 (Paul Jaboulet Aîné),B
Sauternes/Barsac,1967,"Château Suduiraut 1967, 1er Cru Classé, Sauternes",A
Sauternes/Barsac,1988,"Château Coutet 1988, 1er Cru Classé, Barsac",A
Sauternes/Barsac,1990,"Château Sigalas-Rabaud 1990, Ier Cru Classé, Sauternes",A
Sauternes/Barsac,1990,"Château Suduiraut 1990 Halves, 1er Cru Sauternes",A
Sauternes/Barsac,1997,"Château La Tour Blanche 1997, 1er Cru Classé, Sauternes",A
Sauternes/Barsac,1997,"Château Lafaurie Peyraguey 1997, 1er Cru Sauternes",A
Sauternes/Barsac,1997,"Château Rieussec 1997, 1er Cru Sauternes",A
Sauternes/Barsac,1997,"Château Suduiraut 1997, 1er Cru Sauternes",A
Sauternes/Barsac,2001,"Château Doisy-Daëne 2001, 2ème Cru, Barsac",B
Sauternes/Barsac,2001,Château La Tour Blanche 2001 Half Bottles,B
Sauternes/Barsac,2001,"Château Lafaurie Peyraguey 2001, 1er Cru Sauternes",B
Sauternes/Barsac,2001,"Château Suduiraut 2001, 1er Cru, Sauternes",A
South African,2002,"Jordan Estate Chardonnay 2002, Stellenbosch",B
South African,2002,"Mont du Toit 2002, Wellington, Western Cape",B
South African,2003,"Hamilton Russell Pinot Noir 2003, Walker Bay",B
South African,2003,"Rustenberg Peter Barlow Cabernet Sauvignon 2003, Stellenbosch",B
South African,2008,"Hamilton Russell Chardonnay 2008, Walker Bay",B
Spanish,1991,Pesquera Reserva 1991,B
Spanish,1999,Vega Sicilia Cosecha Valbuena 1999,A
Spanish,2000,"Muga Rioja Reserva 2000, Seleccion Especial",B
Spanish,2000,Ribera del Duero Alion Cosecha 2000,B
Spanish,2001,"Calvario Rioja 2001, Finca Allende",B
Sparkling Wines,1998,Nyetimber Prestige Cuvée 1998,B
Sparkling Wines,1999,Breaky Bottom Cuvée Rémy Alexandre 1999 Brut,C
Sparkling Wines,2001,Chapel Down Pinot Reserve 2001,B
Sparkling Wines,2002,Ridgeview Merret Fitzrovia Rosé 2002,C
Sparkling Wines,2004,Ridgeview Cuvée Merret Fitzrovia Rosé 2004,C
Sparkling Wines,2005,Nyetimber Classic Cuvée 2005,B
Sparkling Wines,2006,Denbies Cubitt Reserve 2006,C
Sparkling Wines,2006,Ridgeview Cuvée Merret Grosvenor 2006,C
Sparkling Wines,2007,Nyetimber Classic Cuvée 2007,C
Sparkling Wines,2008,Breaky Bottom Cuvée Princess Colonna Reserve 2008,C
Sparkling Wines,2008,Camel Valley Pinot Noir 2008 Brut,C
Sparkling Wines,2009,Ridgeview Grosvenor 2009 Brut,C
Sparkling Wines,2010,Camel Valley Pinot Noir Rosé Brut 2010,C
Sparkling Wines,NV,Nyetimber Demi Sec NV,C
Spirits and Aperitifs,,Abelha Silver Cachaca,C
Spirits and Aperitifs,,Bourbon,
Spirits and Aperitifs,,Campari,
Spirits and Aperitifs,,Dubonnet,
Spirits and Aperitifs,,Martini Dry,
Spirits and Aperitifs,,Pimm's No 1,
Spirits and Aperitifs,,Vodka,
Spirits and Aperitifs,NV,Dewasakura Oka Sake Junmai-Ginso,B
Whisky (Various),,Scotch Whisky Blends,
